,detector,stream,learner,drift_type,params,fp,tp,fn,precision,recall,ep_recall,f1,mdt,fa_1k,alarms_per_1k,n_episodes,n_alarms
39,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 100, 'lambda_': 150, 'delta': 0.002}",0,1,49,1.0,0.02,0.02,0.0392156862745098,4.0,0.0,0.009994902599674166,50,1
40,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 100, 'lambda_': 150, 'delta': 0.002}",6,4,46,0.4,0.08,0.08,0.13333333333333333,-258.5,0.059969415598045,0.09994902599674167,50,10
41,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 100, 'lambda_': 150, 'delta': 0.002}",8,5,45,0.38461538461538464,0.1,0.1,0.15873015873015872,-160.2,0.07995922079739333,0.12993373379576417,50,13
42,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 100, 'delta': 0.005}",2,1,49,0.3333333333333333,0.02,0.02,0.03773584905660377,-115.0,0.019989805199348332,0.0299847077990225,50,3
43,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 100, 'delta': 0.005}",8,3,47,0.2727272727272727,0.06,0.06,0.09836065573770492,-422.6666666666667,0.07995922079739333,0.10994392859641583,50,11
44,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 100, 'delta': 0.005}",12,0,50,0.0,0.0,0.0,0.0,,0.11993883119609,0.11993883119609,50,12
45,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 150, 'delta': 0.002}",0,1,49,1.0,0.02,0.02,0.0392156862745098,4.0,0.0,0.009994902599674166,50,1
46,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 150, 'delta': 0.002}",6,4,46,0.4,0.08,0.08,0.13333333333333333,-258.5,0.059969415598045,0.09994902599674167,50,10
47,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 150, 'delta': 0.002}",8,5,45,0.38461538461538464,0.1,0.1,0.15873015873015872,-160.2,0.07995922079739333,0.12993373379576417,50,13
48,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 100, 'delta': 0.002}",2,3,47,0.6,0.06,0.06,0.1090909090909091,-222.66666666666666,0.019989805199348332,0.049974512998370836,50,5
49,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 100, 'delta': 0.002}",10,1,49,0.09090909090909091,0.02,0.02,0.032786885245901634,-411.0,0.09994902599674167,0.10994392859641583,50,11
50,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 100, 'delta': 0.002}",11,4,46,0.26666666666666666,0.08,0.08,0.12307692307692307,-135.5,0.10994392859641583,0.1499235389951125,50,15
51,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 30, 'lambda_': 150, 'delta': 0.001}",2,1,49,0.3333333333333333,0.02,0.02,0.03773584905660377,-138.0,0.019989805199348332,0.0299847077990225,50,3
52,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 30, 'lambda_': 150, 'delta': 0.001}",6,4,46,0.4,0.08,0.08,0.13333333333333333,-200.0,0.059969415598045,0.09994902599674167,50,10
53,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 30, 'lambda_': 150, 'delta': 0.001}",8,5,45,0.38461538461538464,0.1,0.1,0.15873015873015872,-191.4,0.07995922079739333,0.12993373379576417,50,13
54,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 300, 'delta': 0.002}",0,0,50,0.0,0.0,0.0,0.0,,0.0,0.0,50,0
55,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 300, 'delta': 0.002}",1,4,46,0.8,0.08,0.08,0.14545454545454545,-90.75,0.009994902599674166,0.049974512998370836,50,5
56,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 300, 'delta': 0.002}",3,2,48,0.4,0.04,0.04,0.07272727272727272,-162.5,0.0299847077990225,0.049974512998370836,50,5
57,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 100, 'delta': 0.005}",2,1,49,0.3333333333333333,0.02,0.02,0.03773584905660377,-115.0,0.019989805199348332,0.0299847077990225,50,3
58,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 100, 'delta': 0.005}",8,3,47,0.2727272727272727,0.06,0.06,0.09836065573770492,-422.6666666666667,0.07995922079739333,0.10994392859641583,50,11
59,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 100, 'delta': 0.005}",12,0,50,0.0,0.0,0.0,0.0,,0.11993883119609,0.11993883119609,50,12
60,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 30, 'lambda_': 300, 'delta': 0.005}",0,0,50,0.0,0.0,0.0,0.0,,0.0,0.0,50,0
61,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 30, 'lambda_': 300, 'delta': 0.005}",1,4,46,0.8,0.08,0.08,0.14545454545454545,-210.5,0.009994902599674166,0.049974512998370836,50,5
62,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 30, 'lambda_': 300, 'delta': 0.005}",2,3,47,0.6,0.06,0.06,0.1090909090909091,-251.0,0.019989805199348332,0.049974512998370836,50,5
63,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 100, 'lambda_': 50, 'delta': 0.001}",4,7,43,0.6363636363636364,0.14,0.14,0.22950819672131148,-167.28571428571428,0.039979610398696665,0.10994392859641583,50,11
64,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 100, 'lambda_': 50, 'delta': 0.001}",8,9,41,0.5294117647058824,0.18,0.18,0.26865671641791045,232.66666666666666,0.07995922079739333,0.16991334419446083,50,17
65,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 100, 'lambda_': 50, 'delta': 0.001}",4,18,32,0.8181818181818182,0.36,0.36,0.5,141.61111111111111,0.039979610398696665,0.21988785719283166,50,22
66,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 150, 'delta': 0.001}",2,1,49,0.3333333333333333,0.02,0.02,0.03773584905660377,-138.0,0.019989805199348332,0.0299847077990225,50,3
67,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 150, 'delta': 0.001}",6,4,46,0.4,0.08,0.08,0.13333333333333333,-200.0,0.059969415598045,0.09994902599674167,50,10
68,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 150, 'delta': 0.001}",8,5,45,0.38461538461538464,0.1,0.1,0.15873015873015872,-191.4,0.07995922079739333,0.12993373379576417,50,13
69,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 300, 'delta': 0.005}",0,0,50,0.0,0.0,0.0,0.0,,0.0,0.0,50,0
70,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 300, 'delta': 0.005}",1,4,46,0.8,0.08,0.08,0.14545454545454545,-210.5,0.009994902599674166,0.049974512998370836,50,5
71,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 300, 'delta': 0.005}",2,3,47,0.6,0.06,0.06,0.1090909090909091,-251.0,0.019989805199348332,0.049974512998370836,50,5
72,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 300, 'delta': 0.005}",0,0,50,0.0,0.0,0.0,0.0,,0.0,0.0,50,0
73,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 300, 'delta': 0.005}",1,4,46,0.8,0.08,0.08,0.14545454545454545,-210.5,0.009994902599674166,0.049974512998370836,50,5
74,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 300, 'delta': 0.005}",2,3,47,0.6,0.06,0.06,0.1090909090909091,-251.0,0.019989805199348332,0.049974512998370836,50,5
75,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 50, 'delta': 0.005}",3,7,43,0.7,0.14,0.14,0.23333333333333336,-127.28571428571429,0.0299847077990225,0.09994902599674167,50,10
76,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 50, 'delta': 0.005}",9,8,42,0.47058823529411764,0.16,0.16,0.23880597014925375,234.25,0.08995412339706749,0.16991334419446083,50,17
77,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 50, 'delta': 0.005}",4,18,32,0.8181818181818182,0.36,0.36,0.5,167.88888888888889,0.039979610398696665,0.21988785719283166,50,22
78,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 50, 'delta': 0.002}",4,7,43,0.6363636363636364,0.14,0.14,0.22950819672131148,-130.14285714285714,0.039979610398696665,0.10994392859641583,50,11
79,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 50, 'delta': 0.002}",9,8,42,0.47058823529411764,0.16,0.16,0.23880597014925375,213.125,0.08995412339706749,0.16991334419446083,50,17
80,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 50, 'delta': 0.002}",3,19,31,0.8636363636363636,0.38,0.38,0.5277777777777778,161.68421052631578,0.0299847077990225,0.21988785719283166,50,22
81,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 50, 'delta': 0.001}",4,7,43,0.6363636363636364,0.14,0.14,0.22950819672131148,-167.28571428571428,0.039979610398696665,0.10994392859641583,50,11
82,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 50, 'delta': 0.001}",8,9,41,0.5294117647058824,0.18,0.18,0.26865671641791045,232.66666666666666,0.07995922079739333,0.16991334419446083,50,17
83,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 50, 'lambda_': 50, 'delta': 0.001}",4,18,32,0.8181818181818182,0.36,0.36,0.5,141.61111111111111,0.039979610398696665,0.21988785719283166,50,22
84,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 300, 'delta': 0.002}",0,0,50,0.0,0.0,0.0,0.0,,0.0,0.0,50,0
85,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 300, 'delta': 0.002}",1,4,46,0.8,0.08,0.08,0.14545454545454545,-90.75,0.009994902599674166,0.049974512998370836,50,5
86,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 300, 'delta': 0.002}",3,2,48,0.4,0.04,0.04,0.07272727272727272,-162.5,0.0299847077990225,0.049974512998370836,50,5
87,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 30, 'lambda_': 300, 'delta': 0.002}",0,0,50,0.0,0.0,0.0,0.0,,0.0,0.0,50,0
88,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 30, 'lambda_': 300, 'delta': 0.002}",1,4,46,0.8,0.08,0.08,0.14545454545454545,-90.75,0.009994902599674166,0.049974512998370836,50,5
89,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 30, 'lambda_': 300, 'delta': 0.002}",3,2,48,0.4,0.04,0.04,0.07272727272727272,-162.5,0.0299847077990225,0.049974512998370836,50,5
90,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 100, 'delta': 0.001}",4,1,49,0.2,0.02,0.02,0.03636363636363636,-225.0,0.039979610398696665,0.049974512998370836,50,5
91,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 100, 'delta': 0.001}",10,1,49,0.09090909090909091,0.02,0.02,0.032786885245901634,-422.0,0.09994902599674167,0.10994392859641583,50,11
92,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 300, 'lambda_': 100, 'delta': 0.001}",10,5,45,0.3333333333333333,0.1,0.1,0.15384615384615383,-6.4,0.09994902599674167,0.1499235389951125,50,15
93,CUSUM,SEA,NaiveBayes,ABRUPT,"{'min_n_instances': 100, 'lambda_': 300, 'delta': 0.001}",0,0,50,0.0,0.0,0.0,0.0,,0.0,0.0,50,0
94,CUSUM,Agrawal,NaiveBayes,ABRUPT,"{'min_n_instances': 100, 'lambda_': 300, 'delta': 0.001}",1,4,46,0.8,0.08,0.08,0.14545454545454545,-127.25,0.009994902599674166,0.049974512998370836,50,5
95,CUSUM,STAGGER,NaiveBayes,ABRUPT,"{'min_n_instances': 100, 'lambda_': 300, 'delta': 0.001}",3,5,45,0.625,0.1,0.1,0.1724137931034483,-152.6,0.0299847077990225,0.07995922079739333,50,8
96,DDM,SEA,NaiveBayes,ABRUPT,"{'out_control_level': 2.5, 'min_n_instances': 30}",5,6,44,0.5454545454545454,0.12,0.12,0.19672131147540983,-148.33333333333334,0.049974512998370836,0.10994392859641583,50,11
97,DDM,Agrawal,NaiveBayes,ABRUPT,"{'out_control_level': 2.5, 'min_n_instances': 30}",15,8,43,0.34782608695652173,0.1568627450980392,0.14,0.21621621621621623,6.571428571428571,0.1499235389951125,0.2298827597925058,50,23
98,DDM,STAGGER,NaiveBayes,ABRUPT,"{'out_control_level': 2.5, 'min_n_instances': 30}",4,16,35,0.8,0.3137254901960784,0.3,0.45070422535211263,59.46666666666667,0.039979610398696665,0.19989805199348334,50,20
99,DDM,SEA,NaiveBayes,ABRUPT,"{'out_control_level': 3.0, 'min_n_instances': 30}",2,2,48,0.5,0.04,0.04,0.07407407407407407,-186.0,0.019989805199348332,0.039979610398696665,50,4
100,DDM,Agrawal,NaiveBayes,ABRUPT,"{'out_control_level': 3.0, 'min_n_instances': 30}",7,2,48,0.2222222222222222,0.04,0.04,0.06779661016949154,200.0,0.06996431819771916,0.08995412339706749,50,9
101,DDM,STAGGER,NaiveBayes,ABRUPT,"{'out_control_level': 3.0, 'min_n_instances': 30}",6,5,45,0.45454545454545453,0.1,0.1,0.16393442622950818,69.6,0.059969415598045,0.10994392859641583,50,11
102,DDM,SEA,NaiveBayes,ABRUPT,"{'out_control_level': 2.25, 'min_n_instances': 30}",6,5,45,0.45454545454545453,0.1,0.1,0.16393442622950818,-213.0,0.059969415598045,0.10994392859641583,50,11
103,DDM,Agrawal,NaiveBayes,ABRUPT,"{'out_control_level': 2.25, 'min_n_instances': 30}",15,15,38,0.5,0.2830188679245283,0.24,0.3614457831325301,59.333333333333336,0.1499235389951125,0.299847077990225,50,30
104,DDM,STAGGER,NaiveBayes,ABRUPT,"{'out_control_level': 2.25, 'min_n_instances': 30}",7,25,31,0.78125,0.44642857142857145,0.38,0.5681818181818182,36.89473684210526,0.06996431819771916,0.3198368831895733,50,32
105,DDM,SEA,NaiveBayes,ABRUPT,"{'out_control_level': 2.5, 'min_n_instances': 50}",5,6,44,0.5454545454545454,0.12,0.12,0.19672131147540983,-148.33333333333334,0.049974512998370836,0.10994392859641583,50,11
106,DDM,Agrawal,NaiveBayes,ABRUPT,"{'out_control_level': 2.5, 'min_n_instances': 50}",8,12,39,0.6,0.23529411764705882,0.22,0.33802816901408456,-44.72727272727273,0.07995922079739333,0.19989805199348334,50,20
107,DDM,STAGGER,NaiveBayes,ABRUPT,"{'out_control_level': 2.5, 'min_n_instances': 50}",7,20,32,0.7407407407407407,0.38461538461538464,0.36,0.5063291139240507,-3.7222222222222223,0.06996431819771916,0.2698623701912025,50,27
108,DDM,SEA,NaiveBayes,ABRUPT,"{'out_control_level': 3.0, 'min_n_instances': 50}",2,2,48,0.5,0.04,0.04,0.07407407407407407,-186.0,0.019989805199348332,0.039979610398696665,50,4
109,DDM,Agrawal,NaiveBayes,ABRUPT,"{'out_control_level': 3.0, 'min_n_instances': 50}",7,2,48,0.2222222222222222,0.04,0.04,0.06779661016949154,200.0,0.06996431819771916,0.08995412339706749,50,9
110,DDM,STAGGER,NaiveBayes,ABRUPT,"{'out_control_level': 3.0, 'min_n_instances': 50}",6,7,43,0.5384615384615384,0.14,0.14,0.2222222222222222,163.71428571428572,0.059969415598045,0.12993373379576417,50,13
111,DDM,SEA,NaiveBayes,ABRUPT,"{'out_control_level': 2.25, 'min_n_instances': 50}",6,7,43,0.5384615384615384,0.14,0.14,0.2222222222222222,-186.57142857142858,0.059969415598045,0.12993373379576417,50,13
112,DDM,Agrawal,NaiveBayes,ABRUPT,"{'out_control_level': 2.25, 'min_n_instances': 50}",12,9,45,0.42857142857142855,0.16666666666666666,0.1,0.24,-107.2,0.11993883119609,0.2098929545931575,50,21
113,DDM,STAGGER,NaiveBayes,ABRUPT,"{'out_control_level': 2.25, 'min_n_instances': 50}",7,26,31,0.7878787878787878,0.45614035087719296,0.38,0.5777777777777777,29.36842105263158,0.06996431819771916,0.3298317857892475,50,33
114,DDM,SEA,NaiveBayes,ABRUPT,"{'out_control_level': 2.5, 'min_n_instances': 100}",5,6,44,0.5454545454545454,0.12,0.12,0.19672131147540983,-148.33333333333334,0.049974512998370836,0.10994392859641583,50,11
115,DDM,Agrawal,NaiveBayes,ABRUPT,"{'out_control_level': 2.5, 'min_n_instances': 100}",9,13,38,0.5909090909090909,0.2549019607843137,0.24,0.35616438356164387,3.0833333333333335,0.08995412339706749,0.21988785719283166,50,22
116,DDM,STAGGER,NaiveBayes,ABRUPT,"{'out_control_level': 2.5, 'min_n_instances': 100}",6,18,32,0.75,0.36,0.36,0.48648648648648657,52.05555555555556,0.059969415598045,0.23987766239218,50,24
117,DDM,SEA,NaiveBayes,ABRUPT,"{'out_control_level': 3.0, 'min_n_instances': 100}",2,2,48,0.5,0.04,0.04,0.07407407407407407,-186.0,0.019989805199348332,0.039979610398696665,50,4
118,DDM,Agrawal,NaiveBayes,ABRUPT,"{'out_control_level': 3.0, 'min_n_instances': 100}",7,2,48,0.2222222222222222,0.04,0.04,0.06779661016949154,200.0,0.06996431819771916,0.08995412339706749,50,9
119,DDM,STAGGER,NaiveBayes,ABRUPT,"{'out_control_level': 3.0, 'min_n_instances': 100}",7,7,43,0.5,0.14,0.14,0.21875000000000003,23.285714285714285,0.06996431819771916,0.13992863639543832,50,14
120,DDM,SEA,NaiveBayes,ABRUPT,"{'out_control_level': 2.25, 'min_n_instances': 100}",6,8,42,0.5714285714285714,0.16,0.16,0.25,-188.5,0.059969415598045,0.13992863639543832,50,14
121,DDM,Agrawal,NaiveBayes,ABRUPT,"{'out_control_level': 2.25, 'min_n_instances': 100}",12,14,38,0.5384615384615384,0.2692307692307692,0.24,0.3589743589743589,74.0,0.11993883119609,0.25986746759152834,50,26
122,DDM,STAGGER,NaiveBayes,ABRUPT,"{'out_control_level': 2.25, 'min_n_instances': 100}",8,23,28,0.7419354838709677,0.45098039215686275,0.44,0.5609756097560976,61.5,0.07995922079739333,0.30984198058989915,50,31
